"CntryResdnc","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","CurrOccption","PostHeldYrs","PostHeldMths","CmmuntySize","MaritlStatus","SonsCnt","DaughtersCnt","D1DsnTmeWst","D2DelayActn","D3HesitatDsn","D4DelayDsn","D5PutoffDsn","A1BillsOnTm","A2OnTm4Appt","A3Rdy4NxtDy","A4RuningLate","A5ActvtDlyd","A6TmeMgmtTrg","A7FrndsOpn","A8ImpTskOnTm","A9MissDedlns","A10RnOutOfTm","A11DrAptOnTm","A12MorPnctul","A13RtneMntnc","A14SchdulLte","A15DldActCst","G1LteToTsk","G2LteTktPrch","G3PlnPrtyAhd","G4GetUpOnTme","G5PstLtrOnTm","G6RtrnCalls","G7DlyEsyTsks","G8PrmptDscsn","G9DlyTskStrt","G10TrvlRsh","G11RdyOnTme","G12StayOnTsk","G13SmlBlOnTm","G14PrmptRSVP","G15TskCmpErl","G16LstMntGft","G17DlyEsntPr","G18DyTskCmpl","G19PshTskTmr","G20CmpTskRlx","S1LfClsI2dl","S2LfCndExlnt","S3StsfdWtLf","S4GtImThgsLf","S5LvAgChgNth","CnsdrSlfProc","OthCsndrProc","DPMean","AIPMean","GPMean","SWLSMean","HDI","HumDev_Categ"
"Australia",28,"Male","No Kids","deg","full-time",35000,"Missing",2,0,"Village","Single",0,0,5,5,5,5,5,3,3,5,1,1,3,4,5,5,5,4,4,5,2,5,5,4,5,3,5,3,5,4,4,2,1,5,5,5,5,5,5,5,4,5,1,3,3,4,1,"yes","yes",5,3.66666666666667,4.25,2.4,0.939,"VHigh"
"Australia",28,"Male","No Kids","deg","full-time",45000,"Missing",2,0,"Village","Separated",0,0,4,5,5,5,5,1,1,4,2,5,5,5,4,2,5,4,3,3,3,5,5,5,4,4,5,4,4,4,5,5,3,5,3,3,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.8,3.46666666666667,4.45,1,0.939,"VHigh"
"Australia",28,"Male","No Kids","deg","student",10000,"Missing",0,0,"Village","Single",0,0,5,5,3,2,1,1,1,2,1,5,5,5,5,5,5,4,1,4,1,5,5,1,4,1,1,4,5,2,5,1,2,5,1,5,5,5,1,5,5,5,3,2,2,3,1,"yes","yes",3.2,3.33333333333333,3.4,2.2,0.939,"VHigh"
"Australia",55,"Male","Yes Kids","phd","full-time",55000,"Missing",0,0,"Village","Married",1,2,3,2,3,2,1,1,1,3,4,3,1,1,3,4,3,4,2,3,1,2,2,1,2,4,3,2,3,2,3,1,5,1,1,2,3,3,1,3,2,2,2,2,3,4,4,"no","no",2.2,2.4,2.3,3,0.939,"VHigh"
"Australia",37.5,"Male","Yes Kids","dip","full-time",45000,"Missing",8,0,"Rural/Country","Married",2,0,4,2,2,1,2,2,1,5,4,2,4,2,4,3,4,2,2,3,2,5,5,2,3,1,2,3,4,2,4,3,2,5,3,3,4,4,2,3,2,3,3,2,2,3,2,"no","no",2.2,3,3,2.4,0.939,"VHigh"
"Australia",23,"Female","No Kids","deg","student",15000,"Missing",5,6,"Village","Single",0,0,4,5,4,2,2,5,3,5,4,5,5,5,4,5,5,2,5,5,3,5,4,4,3,5,5,2,4,3,5,5,4,5,5,5,5,5,4,5,5,4,4,4,3,2,2,"yes","yes",3.4,4.4,4.35,3,0.939,"VHigh"
"Australia",67.5,"Male","Yes Kids","ltuni","full-time",-0.01,"Missing",0,0,"Village","Divorced",4,1,3,2,2,2,2,3,1,1,1,3,2,2,2,4,3,3,1,4,1,2,2,2,2,1,2,2,2,1,3,1,4,2,3,3,3,4,3,2,3,3,4,5,3,3,3,"yes","no",2.2,2.2,2.4,3.6,0.939,"VHigh"
"Australia",25,"Male","No Kids","ma","unemployed",10000,"Missing",0,0,"Small Town","Married",0,0,3,4,3,3,3,4,2,2,3,4,5,3,4,5,4,4,3,5,2,3,5,3,3,4,4,4,4,3,5,5,3,4,3,3,4,4,5,5,4,5,2,3,3,2,1,"yes","yes",3.2,3.53333333333333,4,2.2,0.939,"VHigh"
"Australia",23,"Female","No Kids","ltuni","full-time",35000,"Missing",0,6,"Village","Single",0,0,4,4,3,4,4,2,2,3,3,5,5,5,4,4,4,3,3,3,3,4,5,3,3,5,4,3,5,4,5,2,4,5,2,3,4,4,4,5,5,5,2,2,2,1,3,"yes","yes",3.8,3.53333333333333,4,2,0.939,"VHigh"
"Australia",32.5,"Male","No Kids","lthigh","full-time",67500,"Missing",9,0,"Village","Married",0,0,4,5,2,5,5,1,1,1,2,5,4,5,5,5,5,1,2,5,1,5,5,1,1,5,1,1,5,5,5,3,4,5,5,1,5,3,5,5,5,5,1,2,2,1,1,"yes","yes",4.2,3.2,3.75,1.4,0.939,"VHigh"
"Australia",25,"Male","No Kids","deg","student",25000,"Missing",0,6,"Village","Single",0,0,4,3,2,4,4,3,3,3,5,5,4,4,3,4,5,3,4,4,4,3,2,2,2,3,2,2,4,3,4,4,4,4,3,3,3,4,3,4,4,4,2,2,1,1,2,"yes","yes",3.4,3.8,3.2,1.6,0.939,"VHigh"
"Australia",32.5,"Male","No Kids","deg","full-time",87500,"Missing",2,0,"Village","Single",0,0,4,4,4,3,3,3,2,5,3,5,4,5,4,5,5,5,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,5,5,4,4,5,3,3,3,4,3,"yes","yes",3.6,4,4,3.2,0.939,"VHigh"
"Australia",32.5,"Female","No Kids","ma","full-time",67500,"Missing",3,0,"Rural/Country","Single",0,0,3,4,3,3,3,5,2,3,3,5,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,3,5,4,2,5,4,4,4,5,3,3,5,4,3,3,4,4,4,"yes","no",3.2,3.93333333333333,3.95,3.6,0.939,"VHigh"
"Australia",28,"Male","Yes Kids","ma","full-time",55000,"Missing",7,0,"Village","Married",0,1,2,3,2,1,1,1,1,3,2,2,2,1,1,1,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,1,3,1,3,1,3,3,2,4,5,5,4,3,"no","no",1.8,1.93333333333333,2.2,4.2,0.939,"VHigh"
"Australia",45,"Male","No Kids","ma","full-time",150000,"Missing",4,1,"Village","Widowed",0,0,4,4,4,3,3,3,4,5,4,3,3,4,4,3,4,3,4,4,4,4,4,3,4,5,2,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,2,"yes","yes",3.6,3.73333333333333,3.7,3.2,0.939,"VHigh"
"Australia",37.5,"Male","No Kids","deg","unemployed",10000,"Missing",5,0,"Village","Married",0,0,4,4,5,5,5,1,1,2,2,3,3,5,3,2,4,4,1,4,1,3,4,2,5,4,4,4,4,4,4,2,3,3,2,5,4,5,2,1,5,4,4,4,4,4,2,"yes","yes",4.6,2.6,3.55,3.6,0.939,"VHigh"
"Australia",45,"Male","Yes Kids","high","full-time",150000,"Missing",1,0,"Rural/Country","Married",1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,4,1,1,1,1,1,1,1,1,5,2,2,2,2,3,2,2,3,3,"yes","no",1.2,1,1.75,2.6,0.939,"VHigh"
"Australia",45,"Male","Yes Kids","high","full-time",45000,"Missing",0,0,"Village","Divorced",4,1,2,3,2,2,2,1,3,5,4,4,4,3,4,1,4,3,4,3,4,4,4,2,3,1,4,3,4,2,3,3,3,4,2,4,4,5,3,4,3,3,2,4,3,1,2,"yes","yes",2.2,3.4,3.2,2.4,0.939,"VHigh"
"Australia",45,"Male","Yes Kids","ltuni","full-time",87500,"Missing",0,0,"Village","Divorced",1,1,3,3,4,5,4,4,2,4,3,5,3,4,4,4,5,4,4,4,4,5,4,4,2,2,3,2,4,4,4,4,4,4,3,4,4,5,3,3,3,3,2,2,2,2,2,"yes","yes",3.8,3.93333333333333,3.45,2,0.939,"VHigh"
"Australia",28,"Female","No Kids","ltuni","full-time",55000,"Missing",3,4,"Medium-Sized","Married",0,0,3,4,4,3,3,1,1,2,1,1,1,1,4,1,1,2,2,3,1,2,2,3,3,4,2,2,1,4,3,2,4,2,1,2,2,4,3,2,3,1,1,1,1,2,1,"yes","no",3.4,1.6,2.5,1.2,0.939,"VHigh"
"Australia",45,"Female","Yes Kids","lthigh","full-time",55000,"Missing",0,0,"Medium-Sized","Married",1,1,5,4,3,2,3,4,1,4,4,4,3,3,2,2,5,4,2,4,4,5,5,1,2,1,5,3,5,3,4,5,3,5,4,3,5,5,4,5,5,4,4,3,4,3,2,"yes","yes",3.4,3.4,3.85,3.2,0.939,"VHigh"
"Australia",32.5,"Female","No Kids","ltuni","full-time",67500,"Missing",6,1,"Village","Married",0,0,5,4,2,2,2,2,2,5,3,3,5,5,4,3,5,4,4,3,1,5,5,5,1,2,1,2,5,2,5,2,1,5,3,1,4,5,3,5,5,5,3,4,4,4,1,"yes","yes",3,3.6,3.35,3.2,0.939,"VHigh"
"Australia",37.5,"Male","Yes Kids","ltuni","part-time",45000,"Missing",3,10,"Village","Married",1,3,4,4,3,3,2,2,3,4,4,4,5,3,5,3,4,3,2,3,3,4,5,3,4,2,4,3,5,4,5,3,2,4,3,4,5,5,2,4,4,5,1,2,1,2,1,"yes","yes",3.2,3.46666666666667,3.8,1.4,0.939,"VHigh"
"Australia",37.5,"Female","Yes Kids","deg","full-time",45000,"Missing",0,0,"Large Town","Married",1,0,3,5,4,5,5,2,2,1,5,5,5,2,3,2,5,4,1,4,1,3,5,2,2,4,5,2,1,3,1,2,2,2,3,5,2,4,4,4,4,4,3,4,2,3,3,"yes","no",4.4,3,3.05,3,0.939,"VHigh"
"Australia",20,"Male","No Kids","deg","part-time",15000,"Missing",4,7,"Rural/Country","Single",0,0,4,4,4,4,4,3,4,4,5,5,2,5,3,4,5,5,4,4,5,5,4,5,4,5,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,3,5,4,4,3,"yes","yes",4,4.2,4.05,3.8,0.939,"VHigh"
"Australia",32.5,"Female","No Kids","Missing","full-time",67500,"Missing",6,0,"Village","Married",0,0,2,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,1,4,1,1,1,1,2,1,1,1,1,2,1,3,3,1,1,1,3,3,1,1,1,5,5,5,5,4,"no","no",1.6,1.6,1.5,4.8,0.939,"VHigh"
"Australia",24,"Female","No Kids","ltuni","student",15000,"Missing",5,0,"Village","Single",0,0,4,4,3,3,3,4,4,5,4,4,2,5,5,4,4,3,4,4,3,5,3,2,5,5,5,4,4,3,5,4,4,5,3,4,4,4,4,5,5,5,1,2,1,1,1,"yes","yes",3.4,4,4.15,1.2,0.939,"VHigh"
"Australia",55,"Female","Yes Kids","deg","full-time",87500,"Missing",5,0,"Village","Married",1,1,5,5,3,2,2,1,5,5,5,5,5,5,3,5,5,2,3,3,4,3,3,2,3,3,4,2,3,3,4,4,3,4,3,4,4,5,5,3,3,3,4,3,3,5,4,"yes","yes",3.4,3.93333333333333,3.4,3.8,0.939,"VHigh"
"Australia",28,"Female","No Kids","deg","full-time",87500,"Missing",2,0,"Village","Married",0,0,2,2,2,2,2,1,1,4,2,2,3,2,3,2,3,4,2,3,1,2,3,1,3,2,5,2,2,2,3,2,3,3,5,4,3,3,3,3,4,4,5,5,5,5,4,"yes","yes",2,2.33333333333333,3,4.8,0.939,"VHigh"
"Australia",32.5,"Female","No Kids","ltuni","full-time",45000,"Missing",1,9,"Village","Married",0,0,4,4,4,2,2,3,2,3,3,2,4,2,5,1,2,3,2,3,2,2,3,2,1,3,3,5,4,2,3,1,2,4,3,3,2,3,2,2,3,3,3,3,4,4,3,"yes","no",3.2,2.6,2.7,3.4,0.939,"VHigh"
"Australia",23,"Male","No Kids","dip","full-time",67500,"Missing",5,5,"Medium-Sized","Single",0,0,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,3,4,2,2,2,2,1,"yes","yes",3.6,3.06666666666667,3.65,1.8,0.939,"VHigh"
"Australia",45,"Female","No Kids","deg","full-time",55000,"Missing",14,0,"Village","Married",0,0,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,4,2,3,1,1,1,1,1,2,2,2,1,3,2,1,2,1,1,1,2,2,2,2,1,2,3,3,4,3,3,"no","no",1.6,1.53333333333333,1.6,3.2,0.939,"VHigh"
"Australia",37.5,"Female","Yes Kids","deg","part-time",67500,"Missing",0,3,"Village","Married",1,0,2,3,2,2,2,1,1,4,3,2,2,2,2,2,3,3,2,3,1,2,3,2,2,3,3,2,1,2,3,3,4,3,4,3,3,4,2,4,2,3,3,3,3,4,3,"yes","no",2.2,2.2,2.8,3.2,0.939,"VHigh"
"Australia",37.5,"Male","Yes Kids","ma","full-time",150000,"Missing",14,0,"Village","Divorced",1,1,2,5,3,3,3,3,2,5,4,4,3,5,4,3,3,4,3,3,4,5,5,3,5,4,3,2,4,3,4,4,3,4,4,4,3,5,3,3,5,4,3,3,3,3,2,"yes","yes",3.2,3.66666666666667,3.75,2.8,0.939,"VHigh"
"Australia",45,"Male","No Kids","ltuni","full-time",67500,"Missing",0,0,"Village","Married",0,0,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,2,3,3,2,2,3,2,2,2,2,1,4,2,1,3,3,3,3,2,3,2,4,5,5,5,5,"yes","no",1.6,1.53333333333333,2.4,4.8,0.939,"VHigh"
"Australia",32.5,"Female","Yes Kids","dip","part-time",45000,"Missing",10,0,"Large Town","Married",2,1,4,4,4,3,3,4,3,5,4,3,2,5,3,4,4,4,4,4,3,3,3,4,5,4,5,3,2,4,3,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,"yes","yes",3.6,3.66666666666667,3.7,2.8,0.939,"VHigh"
"Australia",24,"Female","No Kids","deg","full-time",45000,"Missing",3,0,"Small Town","Single",0,0,3,4,4,4,4,1,2,4,3,3,2,4,2,1,2,3,2,5,1,2,3,4,3,2,5,2,3,4,4,4,4,4,1,4,2,5,4,3,4,4,2,2,2,2,2,"yes","yes",3.8,2.46666666666667,3.45,2,0.939,"VHigh"
"Australia",22,"Female","No Kids","ltuni","part-time",10000,"Missing",1,0,"Small Town","Married",0,0,5,5,5,4,4,4,2,3,3,4,1,5,5,5,5,5,3,5,5,5,5,5,3,5,5,3,5,4,5,2,5,5,2,4,5,5,5,5,5,4,4,4,4,3,1,"yes","yes",4.6,4,4.35,3.2,0.939,"VHigh"
"Australia",37.5,"Female","Yes Kids","lthigh","part-time",35000,"Missing",3,0,"Small Town","Married",2,2,3,4,4,3,3,2,1,1,1,3,5,1,2,2,3,3,1,2,1,3,3,1,1,1,5,1,3,2,3,1,1,3,1,2,3,4,3,3,4,2,4,4,4,4,2,"yes","no",3.4,2.06666666666667,2.35,3.6,0.939,"VHigh"
"Australia",37.5,"Male","Yes Kids","ltuni","full-time",-0.01,"Missing",12,0,"Small Town","Separated",0,1,4,3,3,3,3,4,3,3,2,3,3,4,3,2,2,4,3,3,2,4,3,3,4,2,3,4,3,3,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,2,"yes","yes",3.2,3,3.35,2.8,0.939,"VHigh"
"Australia",22,"Female","No Kids","deg","full-time",35000,"Missing",0,6,"Village","Single",0,0,4,2,4,3,3,1,2,2,4,3,4,3,4,3,5,2,3,3,2,2,3,3,2,3,2,2,3,3,3,3,4,3,1,2,4,3,4,4,3,3,4,4,4,4,3,"yes","yes",3.2,2.86666666666667,2.9,3.8,0.939,"VHigh"
"Austria",37.5,"Female","No Kids","ltuni","part-time",15000,"Missing",10,0,"Village","Married",0,0,4,4,5,4,4,3,3,5,4,5,2,5,5,5,5,5,3,5,4,4,5,5,4,4,2,3,4,5,5,3,5,5,4,4,5,4,4,5,5,5,2,2,2,2,1,"yes","yes",4.2,4.2,4.3,1.8,0.893,"VHigh"
"Austria",55,"Female","No Kids","ltuni","full-time",35000,"language trainer",14,0,"Large Town","Married",0,0,5,5,4,4,4,3,1,1,2,4,4,5,4,5,5,1,3,2,2,5,5,5,3,3,4,2,5,3,5,2,4,4,3,4,4,4,3,3,5,4,3,4,4,4,2,"yes","yes",4.4,3.13333333333333,3.75,3.4,0.893,"VHigh"
"Austria",32.5,"Male","No Kids","deg","part-time",35000,"Editor",0,2,"Medium-Sized","Married",0,0,4,4,4,3,3,1,2,2,3,2,4,4,4,2,2,4,3,3,2,3,4,3,4,4,2,3,2,4,4,3,4,5,2,2,4,4,3,3,3,2,3,3,2,3,2,"yes","yes",3.6,2.73333333333333,3.25,2.6,0.893,"VHigh"
"Bahamas",55,"Female","No Kids","ma","full-time",67500,"manager",2,0,"Medium-Sized","Single",0,0,4,4,3,3,3,4,2,3,3,3,3,3,4,3,3,2,2,3,3,4,4,4,4,3,3,4,4,3,4,2,4,4,3,4,3,4,4,4,3,4,2,3,2,2,1,"yes","yes",3.4,3,3.6,2,0.792,"High"
"Barbados",23,"Female","No Kids","deg","student",-0.01,"Missing",3,0,"Small Town","Single",0,0,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,"no","no",1.6,1.8,1.9,2,0.795,"High"
"Belgium",22,"Female","Yes Kids","high","part-time",25000,"manager",5,3,"Small Town","Divorced",3,2,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,3,4,4,"no","yes",5,3.13333333333333,3,4.2,0.896,"VHigh"
"Belgium",22,"Female","No Kids","deg","part-time",67500,"Missing",2,3,"Small Town","Single",0,0,3,3,2,2,3,3,4,2,3,3,3,3,2,3,2,4,4,5,3,4,3,2,3,1,4,3,3,3,3,3,3,3,3,2,2,2,3,3,4,2,3,4,3,3,3,"yes","Missing",2.6,3.2,2.75,3.2,0.896,"VHigh"
"Belgium",28,"Female","Yes Kids","ma","student",-0.01,"Missing",4,0,"Village","Married",2,0,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,2,2,2,3,1,"yes","yes",5,4.6,4.5,2,0.896,"VHigh"
"Belgium",45,"Male","No Kids","ma","unemployed",55000,"Missing",3,0,"Large-City","Divorced",0,0,4,3,2,2,2,3,2,3,3,4,4,4,3,3,2,2,2,4,2,4,4,4,3,5,4,2,4,4,4,4,3,4,3,3,4,4,3,5,4,4,1,1,1,1,1,"yes","no",2.6,3,3.75,1,0.896,"VHigh"
"Belgium",55,"Female","Yes Kids","deg","full-time",87500,"Missing",17,5,"Missing","Separated",0,2,4,3,3,2,3,1,3,3,4,4,4,4,5,3,3,3,4,3,4,4,4,4,3,1,3,4,3,2,4,4,4,4,2,3,4,3,3,3,4,3,3,2,2,2,1,"yes","yes",3,3.46666666666667,3.25,2,0.896,"VHigh"
"Belgium",45,"Male","Yes Kids","ma","full-time",250000,"Missing",14,0,"Village","Married",0,2,4,4,4,2,1,1,1,4,2,1,1,2,2,1,2,5,2,5,1,4,4,5,3,1,4,4,4,4,2,1,4,4,1,1,2,2,1,3,3,2,3,5,3,5,3,"yes","no",3,2.26666666666667,2.75,3.8,0.896,"VHigh"
"Belgium",28,"Male","No Kids","ma","student",15000,"Missing",1,0,"Small Town","Single",0,0,4,4,4,3,3,2,2,2,4,4,5,4,4,3,4,3,3,4,2,4,2,4,3,5,4,2,4,3,4,4,3,4,3,3,4,4,4,4,4,4,2,3,3,3,2,"yes","yes",3.6,3.33333333333333,3.6,2.6,0.896,"VHigh"
"Belgium",55,"Male","Yes Kids","ma","full-time",15000,"Missing",0,0,"Village","Separated",1,0,2,3,3,3,3,4,4,5,3,3,3,3,5,4,4,4,4,3,4,5,5,2,5,4,4,3,4,2,5,4,4,4,3,4,5,2,3,4,5,4,2,2,3,3,1,"yes","yes",2.8,3.86666666666667,3.8,2.2,0.896,"VHigh"
"Belgium",28,"Male","No Kids","deg","full-time",25000,"Missing",3,0,"Small Town","Married",0,0,5,4,3,2,2,1,2,5,3,4,5,2,4,2,2,5,2,5,2,3,4,1,4,4,2,5,1,4,3,1,4,4,1,4,4,3,2,4,4,4,3,3,3,3,3,"yes","no",3.2,3.13333333333333,3.15,3,0.896,"VHigh"
"Bolivia",45,"Male","Yes Kids","deg","part-time",35000,"Missing",0,0,"Village","Married",1,1,3,4,3,3,3,3,1,4,3,3,4,3,3,3,3,4,2,2,2,4,4,2,2,2,2,2,4,2,4,2,3,4,2,2,3,4,3,3,4,4,3,4,4,4,3,"yes","yes",3.2,2.93333333333333,2.9,3.6,0.674,"Med"
"Botswana",37.5,"Female","No Kids","deg","student",10000,"Missing",3,1,"Village","Widowed",0,0,1,1,1,2,2,3,3,3,2,2,3,4,3,2,3,5,3,4,3,2,3,2,1,4,4,1,2,4,3,4,5,2,5,4,5,3,2,3,2,2,1,2,2,2,2,"yes","no",1.4,3,3.05,1.8,0.698,"Med"
"Brazil",20,"Female","No Kids","ltuni","student",10000,"Missing",0,0,"Large-City","Single",0,0,4,2,5,4,4,4,4,5,5,4,2,5,5,4,3,5,5,5,5,5,5,5,4,2,5,3,5,5,5,5,5,5,4,4,5,5,5,5,1,5,3,5,3,2,4,"yes","yes",3.8,4.4,4.4,3.4,0.754,"High"
"Brazil",67.5,"Male","No Kids","ma","retired",10000,"retired",23,0,"Small Town","Divorced",0,0,3,3,3,2,2,1,1,5,4,2,4,2,3,2,2,2,2,1,2,2,3,1,1,1,1,1,2,3,2,1,4,4,1,3,4,3,2,4,3,4,4,4,4,4,2,"yes","no",2.6,2.33333333333333,2.4,3.6,0.754,"High"
"Brazil",45,"Female","No Kids","dip","full-time",15000,"Journalist",7,0,"Large-City","Single",0,0,4,5,5,4,4,2,5,5,5,4,1,4,5,4,5,4,5,5,5,5,4,2,5,5,4,4,4,5,4,4,5,4,3,5,5,4,4,5,4,4,2,2,2,3,2,"yes","yes",4.4,4.26666666666667,4.2,2.2,0.754,"High"
"Brazil",25,"Male","No Kids","deg","full-time",67500,"System Analyst",4,0,"Large-City","Single",0,0,4,3,3,3,3,1,3,4,4,3,4,3,3,3,3,2,3,3,2,3,4,2,3,1,2,2,3,4,4,3,4,4,2,2,3,4,4,3,3,3,4,4,3,4,4,"yes","yes",3.2,2.93333333333333,3,3.8,0.754,"High"
"Brazil",45,"Female","Yes Kids","deg","full-time",15000,"Translator",10,10,"Large-City","Married",1,1,5,5,4,3,3,2,3,3,3,3,4,2,4,3,4,5,3,3,2,3,4,3,3,5,3,3,3,4,5,3,4,5,3,4,4,4,3,4,3,3,2,3,2,3,4,"yes","Missing",4,3.13333333333333,3.65,2.8,0.754,"High"
"Brazil",28,"Male","No Kids","high","part-time",10000,"trainee",0,5,"Large-City","Married",0,0,2,2,3,3,3,1,1,1,2,1,2,2,3,2,2,1,1,3,1,2,3,1,4,3,1,5,1,1,3,2,5,2,1,1,2,2,2,1,3,2,3,3,4,3,1,"yes","no",2.6,1.66666666666667,2.25,2.8,0.754,"High"
"Brazil",28,"Male","No Kids","ltuni","full-time",45000,"Web Designer",8,7,"Large-City","Single",0,0,4,4,5,5,5,1,4,5,5,5,5,5,4,5,5,5,3,5,2,5,5,5,5,5,2,4,4,5,5,2,5,5,2,4,5,5,4,5,5,5,1,2,3,3,1,"yes","yes",4.6,4.26666666666667,4.35,2,0.754,"High"
"Brazil",28,"Male","No Kids","deg","full-time",25000,"Missing",6,0,"Large-City","Single",0,0,2,4,2,2,2,2,1,3,2,3,4,3,3,4,2,1,1,2,5,3,3,3,3,4,3,3,3,2,4,1,3,4,2,4,3,1,2,3,2,2,4,5,4,4,4,"yes","no",2.4,2.6,2.75,4.2,0.754,"High"
"Brazil",37.5,"Male","Yes Kids","phd","full-time",150000,"engineer",8,0,"Medium-Sized","Married",1,0,4,3,3,3,2,2,2,4,2,3,3,2,4,2,4,4,2,4,1,4,4,2,4,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,2,3,2,4,4,"yes","yes",3,2.86666666666667,3.55,3,0.754,"High"
"Brazil",28,"Male","No Kids","phd","student",15000,"Missing",0,1,"Missing","Married",0,0,5,5,5,5,5,2,2,1,4,5,3,5,5,5,5,4,3,5,2,4,5,5,5,5,5,4,5,5,5,4,2,5,3,4,5,5,5,5,5,5,1,1,1,2,1,"yes","yes",5,3.66666666666667,4.6,1.2,0.754,"High"
"Brazil",23,"Male","No Kids","ltuni","student",-0.01,"Missing",0,0,"Large-City","Single",0,0,4,5,4,4,4,1,2,5,3,4,5,3,3,2,5,2,1,4,1,3,2,2,2,5,3,2,4,4,4,2,4,4,1,3,4,4,5,4,5,4,3,5,4,3,2,"yes","yes",4.2,2.93333333333333,3.4,3.4,0.754,"High"
"Brazil",55,"Female","No Kids","deg","full-time",10000,"Musician",23,0,"Large-City","Single",0,0,5,4,1,2,2,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,4,1,3,4,1,1,3,1,4,4,5,5,1,3,1,3,2,"yes","no",2.8,1.4,2.6,2,0.754,"High"
"Brazil",37.5,"Female","Yes Kids","deg","full-time",55000,"Missing",1,0,"Large-City","Married",2,1,3,2,3,1,1,1,1,5,2,1,1,1,2,1,1,1,1,2,1,1,3,2,2,4,2,2,1,2,3,2,3,2,1,3,3,4,4,2,2,1,5,5,4,5,5,"no","no",2,1.46666666666667,2.4,4.8,0.754,"High"
"Brazil",45,"Male","Yes Kids","phd","full-time",45000,"college professor",3,0,"Large-City","Married",0,1,5,5,5,4,4,1,2,2,5,5,5,3,4,3,5,3,1,3,2,4,4,3,4,5,5,3,5,4,5,2,4,5,2,2,4,4,3,1,5,3,3,3,3,4,3,"yes","yes",4.6,3.2,3.65,3.2,0.754,"High"
"Brazil",24,"Male","No Kids","dip","unemployed",10000,"Missing",0,0,"Large-City","Single",0,0,5,5,2,1,2,1,1,2,1,4,5,4,5,3,5,5,2,4,1,1,5,1,4,4,1,3,4,3,5,2,2,5,2,3,5,5,4,5,5,5,1,2,2,2,1,"yes","no",3,2.93333333333333,3.65,1.6,0.754,"High"
"Brazil",22,"Male","No Kids","ltuni","student",150000,"Missing",3,0,"Village","Single",0,0,5,5,2,2,2,4,3,2,4,5,5,5,5,5,4,3,5,3,2,5,5,1,5,5,3,5,5,4,5,1,1,5,5,5,5,3,3,5,1,4,1,4,1,1,1,"yes","yes",3.2,4,3.8,1.6,0.754,"High"
"Brazil",23,"Male","No Kids","ltuni","part-time",10000,"Missing",0,1,"Small Town","Single",0,0,4,4,3,4,2,4,2,3,5,4,3,3,4,4,5,4,4,2,2,4,4,2,3,3,3,2,3,3,4,3,2,5,2,3,4,3,3,4,4,3,2,1,2,2,2,"yes","yes",3.4,3.53333333333333,3.15,1.8,0.754,"High"
"Brazil",22,"Male","No Kids","ltuni","student",-0.01,"Missing",NA,0,"Large-City","Single",0,0,4,4,3,3,3,3,3,4,4,4,4,4,3,4,5,2,2,3,4,2,4,2,2,4,3,3,5,4,5,2,5,5,3,3,5,4,3,3,5,4,2,3,2,3,2,"yes","yes",3.4,3.4,3.7,2.4,0.754,"High"
"Brazil",45,"Male","No Kids","deg","full-time",45000,"Missing",10,0,"Village","Married",0,0,3,4,3,3,3,2,5,5,4,5,4,5,4,2,4,5,5,5,5,5,5,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3,3,2,2,1,"yes","yes",3.2,4.33333333333333,3.95,2.2,0.754,"High"
"Brazil",37.5,"Male","No Kids","ma","full-time",87500,"Missing",12,6,"Village","Single",0,0,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,3,5,5,2,3,5,5,5,5,5,5,1,2,1,4,3,"yes","yes",5,4.6,4.45,2.2,0.754,"High"
